,route,depature,error
54,A->C->D,1900-01-01 12:57:00,5.495777335207393
55,A->C->D,1900-01-01 12:38:00,4.443747145783718
56,A->C->E,1900-01-01 13:35:00,7.877150647178638
57,A->C->E,1900-01-01 15:41:00,9.896330250784644
58,A->C->D,1900-01-01 16:35:00,0.499702259155157
59,B->C->E,1900-01-01 10:04:00,2.276690296408674
60,A->C->D,1900-01-01 12:42:00,1.0953950581115066
61,B->C->E,1900-01-01 07:25:00,1.8356081585198893
62,A->C->E,1900-01-01 10:38:00,2.5589452419365557
63,A->C->D,1900-01-01 15:57:00,1.5301556899344462
64,A->C->D,1900-01-01 08:52:00,4.08298063210907
65,B->C->E,1900-01-01 07:53:00,1.1586783288036884
66,A->C->D,1900-01-01 14:48:00,2.273855824307546
67,B->C->D,1900-01-01 12:08:00,2.651860221126107
68,B->C->E,1900-01-01 13:38:00,2.958879653989271
69,B->C->E,1900-01-01 07:55:00,0.18175476953825864
70,A->C->E,1900-01-01 08:29:00,6.3270328279465815
71,B->C->E,1900-01-01 16:24:00,2.216018115805255
72,A->C->E,1900-01-01 13:47:00,0.8987238949916474
73,A->C->E,1900-01-01 10:54:00,7.58770957235393
74,A->C->D,1900-01-01 14:16:00,8.206585779259385
75,B->C->E,1900-01-01 14:58:00,0.8148101668827081
76,A->C->D,1900-01-01 13:36:00,8.577511139906022
77,A->C->E,1900-01-01 15:21:00,0.9322856638063399
78,B->C->E,1900-01-01 08:06:00,0.30867519357830986
79,A->C->E,1900-01-01 13:33:00,2.126444894123537
80,A->C->E,1900-01-01 10:28:00,5.4590324645742925
81,A->C->D,1900-01-01 09:57:00,3.624639307739301
82,B->C->D,1900-01-01 15:30:00,4.975545279853378
83,B->C->D,1900-01-01 14:54:00,1.380432440239062
84,B->C->D,1900-01-01 12:13:00,5.620282375778075
85,B->C->D,1900-01-01 09:04:00,0.2982920830094997
86,B->C->D,1900-01-01 15:58:00,9.493811313630303
87,B->C->D,1900-01-01 08:53:00,6.783454394787412
88,A->C->E,1900-01-01 11:57:00,7.700969123372289
89,B->C->E,1900-01-01 08:58:00,4.788084797577454
90,B->C->E,1900-01-01 16:48:00,0.9391008269905399
91,A->C->D,1900-01-01 15:56:00,0.27644310980076625
92,B->C->E,1900-01-01 11:43:00,2.9745207877392374
93,A->C->E,1900-01-01 12:34:00,2.23251336253756
94,A->C->E,1900-01-01 12:35:00,4.230715591886479
95,A->C->E,1900-01-01 10:24:00,3.466223547178629
96,B->C->D,1900-01-01 16:30:00,1.7598259498762445
97,A->C->E,1900-01-01 12:44:00,0.21453565602671176
98,A->C->E,1900-01-01 15:47:00,5.114456373121868
99,A->C->D,1900-01-01 14:47:00,2.011813174338471
100,B->C->D,1900-01-01 10:39:00,4.280321189576483
101,A->C->D,1900-01-01 07:50:00,8.85361779553817
102,B->C->D,1900-01-01 08:29:00,1.5616458511983637
103,B->C->D,1900-01-01 10:50:00,2.464994037277563
104,A->C->D,1900-01-01 13:41:00,4.539341044477908
105,A->C->E,1900-01-01 09:44:00,2.538134373222036
106,A->C->E,1900-01-01 13:43:00,2.891532812387311
107,B->C->D,1900-01-01 16:02:00,2.606417706343379
108,B->C->E,1900-01-01 16:11:00,0.33073246967440184
109,B->C->E,1900-01-01 07:53:00,5.158678328803688
110,B->C->D,1900-01-01 07:31:00,1.9874764447864948
111,B->C->E,1900-01-01 08:27:00,5.8542303710369055
112,B->C->E,1900-01-01 07:47:00,2.91055099339998
113,B->C->D,1900-01-01 07:19:00,3.8191296620524326
114,A->C->D,1900-01-01 13:19:00,0.39786449888742936
115,B->C->D,1900-01-01 10:39:00,5.280321189576483
116,A->C->D,1900-01-01 12:12:00,2.1020772408823802
117,B->C->E,1900-01-01 14:02:00,0.7642030571959992
118,B->C->D,1900-01-01 14:44:00,3.032825741885148
119,A->C->D,1900-01-01 10:51:00,6.272539817345347
120,B->C->D,1900-01-01 12:07:00,5.65193121970384
121,A->C->D,1900-01-01 10:59:00,1.6781912239143537
122,A->C->D,1900-01-01 11:53:00,8.051085637157456
123,A->C->D,1900-01-01 16:15:00,4.040180535782241
124,B->C->E,1900-01-01 10:03:00,3.734847923958597
125,B->C->D,1900-01-01 11:11:00,1.6115077380515856
126,B->C->D,1900-01-01 07:54:00,1.864906780063734
127,B->C->D,1900-01-01 12:20:00,5.444906614627655
