,route,depature,error
472,B->C->E,1900-01-01 07:33:00,2.0720860785418864
473,A->C->D,1900-01-01 15:33:00,9.71733561645489
474,A->C->E,1900-01-01 15:47:00,2.885543626878132
475,A->C->E,1900-01-01 14:16:00,4.950859243873126
476,A->C->D,1900-01-01 11:31:00,0.2623590653476242
477,B->C->E,1900-01-01 13:51:00,6.1088765187638785
478,B->C->D,1900-01-01 09:38:00,3.6090693081102927
479,B->C->D,1900-01-01 08:14:00,4.289621589410942
480,A->C->D,1900-01-01 14:58:00,8.083232108790696
481,B->C->E,1900-01-01 12:02:00,1.2447053992390522
482,A->C->E,1900-01-01 14:41:00,0.9958035101502531
483,A->C->E,1900-01-01 14:58:00,7.026365611218694
484,B->C->E,1900-01-01 09:44:00,1.045925889063085
485,A->C->E,1900-01-01 15:52:00,3.1234452263772994
486,B->C->E,1900-01-01 16:59:00,1.1878195970495113
487,B->C->E,1900-01-01 11:35:00,1.0668265506775043
488,B->C->E,1900-01-01 09:07:00,4.315759185728041
489,B->C->D,1900-01-01 13:18:00,6.4055908411784515
490,A->C->E,1900-01-01 11:19:00,0.6326538386310574
491,B->C->E,1900-01-01 11:32:00,0.8985587882206403
492,B->C->D,1900-01-01 10:33:00,7.35775349564112
493,B->C->E,1900-01-01 13:41:00,0.9934943150911124
494,A->C->D,1900-01-01 09:23:00,1.219930651399494
495,B->C->D,1900-01-01 14:06:00,0.3519693837901059
496,A->C->E,1900-01-01 09:09:00,6.601056346010012
497,A->C->E,1900-01-01 09:49:00,1.5291455199666046
498,B->C->D,1900-01-01 08:32:00,1.2840918262426158
499,B->C->D,1900-01-01 12:42:00,0.3824123903480654
500,B->C->E,1900-01-01 14:50:00,2.907115929820904
501,A->C->E,1900-01-01 11:45:00,5.3206041244407345
502,B->C->D,1900-01-01 13:35:00,6.9501281989856665
503,A->C->D,1900-01-01 13:55:00,8.422613603124077
504,A->C->D,1900-01-01 12:47:00,2.6145013760505265
505,A->C->E,1900-01-01 08:36:00,3.339617222504174
506,A->C->E,1900-01-01 15:52:00,9.8765547736227
507,A->C->D,1900-01-01 09:34:00,11.024989570782154
508,A->C->D,1900-01-01 14:41:00,2.4501455253952855
509,B->C->E,1900-01-01 16:15:00,0.37688535114352817
510,A->C->E,1900-01-01 16:50:00,2.2277159241402273
511,A->C->D,1900-01-01 07:25:00,2.0429865401940503
512,A->C->D,1900-01-01 15:01:00,5.2839298545381865
513,A->C->D,1900-01-01 09:00:00,1.2180830766028947
514,A->C->E,1900-01-01 12:24:00,0.2504910690484081
515,B->C->D,1900-01-01 08:19:00,1.3653045638353944
516,A->C->E,1900-01-01 16:40:00,2.790261782370621
517,A->C->D,1900-01-01 14:01:00,4.737469246350358
518,B->C->E,1900-01-01 09:02:00,0.2580680838916578
519,B->C->E,1900-01-01 07:32:00,2.9163757010908284
520,B->C->D,1900-01-01 07:47:00,2.03225550801443
521,B->C->D,1900-01-01 16:58:00,5.103342232432155
522,A->C->D,1900-01-01 09:42:00,10.085441413333825
523,B->C->E,1900-01-01 11:28:00,6.147594093248415
524,A->C->E,1900-01-01 10:25:00,3.5355742234724516
525,A->C->D,1900-01-01 16:08:00,1.7294977211878546
526,A->C->D,1900-01-01 16:20:00,7.863075729434598
527,A->C->D,1900-01-01 08:22:00,7.943933929339181
528,A->C->E,1900-01-01 09:09:00,5.601056346010012
529,B->C->E,1900-01-01 11:12:00,2.6354581688706133
530,A->C->D,1900-01-01 08:46:00,1.525617245515548
531,B->C->D,1900-01-01 11:46:00,3.1708287345046244
532,A->C->D,1900-01-01 11:55:00,8.071490641178514
533,A->C->D,1900-01-01 14:58:00,1.9167678912093038
534,B->C->D,1900-01-01 15:03:00,7.478573012965256
535,B->C->E,1900-01-01 09:28:00,5.1386856368133635
536,B->C->D,1900-01-01 16:19:00,9.944204677738242
537,A->C->E,1900-01-01 16:39:00,7.792059553021701
538,B->C->E,1900-01-01 14:31:00,4.873657883200792
539,B->C->D,1900-01-01 07:01:00,7.6715255384591785
540,A->C->D,1900-01-01 12:17:00,0.2709699887059429
541,B->C->E,1900-01-01 11:26:00,0.17067053398298526
542,B->C->E,1900-01-01 13:39:00,3.0295821256434436
543,A->C->D,1900-01-01 15:21:00,0.9227126617590216
544,A->C->D,1900-01-01 16:38:00,4.8602413681352346
545,B->C->D,1900-01-01 16:21:00,1.5370551199194722
546,B->C->D,1900-01-01 11:10:00,1.7283754730229361
547,B->C->E,1900-01-01 16:36:00,0.9224405286020669
548,A->C->D,1900-01-01 12:25:00,1.651648327139668
549,B->C->D,1900-01-01 08:15:00,8.566628424001536
550,A->C->E,1900-01-01 16:26:00,6.1845694285141946
551,B->C->D,1900-01-01 08:26:00,2.5944088796875633
552,B->C->D,1900-01-01 16:40:00,0.10019701950955096
553,B->C->D,1900-01-01 09:59:00,8.45874659673315
554,B->C->E,1900-01-01 15:10:00,1.676351522475315
555,B->C->E,1900-01-01 12:15:00,7.394702264013674
556,A->C->D,1900-01-01 13:48:00,3.9472181703311406
557,B->C->E,1900-01-01 15:16:00,0.3038696505259395
558,B->C->E,1900-01-01 14:32:00,2.1148038964319227
559,B->C->E,1900-01-01 14:04:00,4.258873383538557
560,B->C->D,1900-01-01 10:49:00,3.6212191021547255
561,A->C->E,1900-01-01 07:25:00,1.7880244937228724
562,A->C->D,1900-01-01 10:55:00,4.187819723766523
563,A->C->E,1900-01-01 11:42:00,6.32599743639399
564,A->C->E,1900-01-01 12:44:00,6.785464343973288
565,B->C->E,1900-01-01 09:35:00,4.0579180942424244
566,B->C->E,1900-01-01 08:42:00,1.9726963234539312
567,B->C->D,1900-01-01 11:44:00,3.07698168366025
568,A->C->E,1900-01-01 10:42:00,6.433863675459094
569,B->C->E,1900-01-01 13:36:00,2.064196786745299
570,B->C->D,1900-01-01 11:19:00,1.2086315847653992
571,B->C->E,1900-01-01 11:13:00,3.376080051496672
572,B->C->D,1900-01-01 09:09:00,3.314960833064049
573,A->C->E,1900-01-01 15:34:00,0.9089146453422359
574,A->C->E,1900-01-01 09:09:00,3.6010563460100116
575,B->C->D,1900-01-01 14:54:00,0.380432440239062
576,B->C->E,1900-01-01 12:14:00,0.6168359563536114
577,A->C->D,1900-01-01 09:02:00,5.250786037227456
578,A->C->D,1900-01-01 14:17:00,1.4462385159918796
579,B->C->E,1900-01-01 08:28:00,4.865768591404191
580,A->C->E,1900-01-01 15:09:00,2.9538589116193634
581,A->C->D,1900-01-01 14:26:00,4.644515914534892
582,A->C->D,1900-01-01 07:32:00,0.6008482428867978
583,A->C->E,1900-01-01 08:14:00,1.3000662681803021
584,A->C->E,1900-01-01 15:14:00,6.944870058363946
585,A->C->D,1900-01-01 12:00:00,14.084889310973779
586,A->C->E,1900-01-01 14:46:00,6.00479236340567
587,B->C->E,1900-01-01 11:40:00,0.009135448841092852
588,A->C->E,1900-01-01 15:16:00,5.058725482938229
589,B->C->D,1900-01-01 09:22:00,3.813118146337942
590,A->C->E,1900-01-01 08:37:00,6.341414993155254
591,B->C->D,1900-01-01 12:16:00,2.5323204343572456
592,B->C->E,1900-01-01 09:15:00,2.5919350513337065
593,A->C->E,1900-01-01 14:51:00,3.0137812166611013
594,B->C->E,1900-01-01 07:43:00,3.043296125130894
595,B->C->D,1900-01-01 11:42:00,3.9748150803248308
596,A->C->D,1900-01-01 08:35:00,1.5224946609451564
597,B->C->E,1900-01-01 10:53:00,0.8546843558489172
598,A->C->D,1900-01-01 13:25:00,4.5982102876927655
599,A->C->E,1900-01-01 16:36:00,9.202547135025043
600,B->C->D,1900-01-01 11:55:00,8.489886916198813
601,A->C->D,1900-01-01 15:58:00,3.21684303516561
602,A->C->D,1900-01-01 16:50:00,0.574539033490538
603,A->C->D,1900-01-01 16:32:00,5.150741797258959
604,A->C->D,1900-01-01 11:29:00,5.139837644376172
605,B->C->E,1900-01-01 09:14:00,4.603473271700992
606,A->C->D,1900-01-01 09:51:00,0.020865192415683964
607,B->C->D,1900-01-01 08:21:00,3.193036456417275
608,B->C->D,1900-01-01 09:10:00,0.9610554143257559
609,A->C->D,1900-01-01 13:34:00,4.203405245477143
610,B->C->E,1900-01-01 07:00:00,4.756099900407818
611,B->C->D,1900-01-01 11:38:00,6.745585967828646
612,B->C->D,1900-01-01 12:46:00,4.085790458938547
613,B->C->E,1900-01-01 11:35:00,3.0668265506775043
614,A->C->D,1900-01-01 12:30:00,2.0419914932657264
615,A->C->D,1900-01-01 07:33:00,2.828122460581369
616,B->C->E,1900-01-01 16:05:00,4.738496852529295
617,A->C->D,1900-01-01 11:50:00,2.0043725479644365
618,A->C->D,1900-01-01 10:56:00,7.057578021864757
619,B->C->D,1900-01-01 12:04:00,7.639628989434414
620,B->C->D,1900-01-01 13:30:00,5.154760357163724
621,A->C->D,1900-01-01 15:37:00,3.657358278825427
622,A->C->E,1900-01-01 13:48:00,6.900521665642742
623,A->C->E,1900-01-01 14:01:00,3.076107315893154
624,A->C->E,1900-01-01 16:28:00,1.8118350301836443
625,A->C->D,1900-01-01 14:14:00,8.73022618428628
626,B->C->E,1900-01-01 16:32:00,4.123712352866988
627,B->C->E,1900-01-01 11:15:00,1.600843507768829
628,A->C->E,1900-01-01 08:46:00,2.642405070984978
629,B->C->E,1900-01-01 13:45:00,0.960352803439747
630,A->C->D,1900-01-01 10:31:00,3.8554179775940725
631,A->C->E,1900-01-01 11:54:00,1.3044241885809669
632,A->C->D,1900-01-01 09:45:00,5.3739322000942025
633,B->C->D,1900-01-01 11:06:00,2.7847742304380247
634,B->C->D,1900-01-01 16:38:00,0.2615380542447667
635,B->C->D,1900-01-01 13:46:00,9.828253127435246
636,B->C->E,1900-01-01 07:50:00,3.875936332298153
637,B->C->D,1900-01-01 09:10:00,1.038944585674244
638,B->C->E,1900-01-01 07:52:00,6.8528598915635826
639,B->C->E,1900-01-01 13:21:00,7.762729907745538
640,B->C->E,1900-01-01 13:32:00,3.8896503317855746
641,A->C->E,1900-01-01 13:19:00,4.151613683238736
642,B->C->E,1900-01-01 09:26:00,2.1617620775479196
643,A->C->D,1900-01-01 08:40:00,1.8636770963888836
644,A->C->D,1900-01-01 14:13:00,2.4935498755655487
645,A->C->E,1900-01-01 14:52:00,5.984421012687818
646,A->C->E,1900-01-01 08:10:00,1.2928751855759657
647,A->C->E,1900-01-01 13:37:00,3.119253811519201
648,A->C->E,1900-01-01 15:36:00,4.0946808959599394
649,A->C->D,1900-01-01 12:21:00,1.5556172369436183
650,A->C->D,1900-01-01 13:15:00,0.9723644020324258
651,B->C->D,1900-01-01 14:10:00,4.467152050852349
652,B->C->E,1900-01-01 14:03:00,3.2473351631712717
653,B->C->D,1900-01-01 11:16:00,1.1006454746634944
654,A->C->E,1900-01-01 14:40:00,4.994005739499158
655,B->C->E,1900-01-01 10:17:00,6.270060289070983
656,A->C->E,1900-01-01 15:27:00,1.0785009601001718
657,B->C->E,1900-01-01 11:23:00,3.2052851950848265
658,A->C->D,1900-01-01 15:39:00,1.1295734273979292
659,B->C->D,1900-01-01 14:43:00,1.8004794930908474
660,B->C->E,1900-01-01 09:01:00,0.7534701364756131
661,A->C->D,1900-01-01 11:42:00,6.7855479417114
662,A->C->E,1900-01-01 09:34:00,1.556112079732884
663,A->C->E,1900-01-01 16:00:00,4.137827391585972
664,A->C->E,1900-01-01 09:20:00,5.418719131151917
665,A->C->D,1900-01-01 10:49:00,2.991636940861923
666,B->C->E,1900-01-01 14:43:00,0.012116527608114325
667,A->C->D,1900-01-01 15:42:00,5.3410318281129605
668,A->C->E,1900-01-01 12:39:00,2.223524509282143
669,B->C->E,1900-01-01 10:17:00,2.270060289070983
670,B->C->D,1900-01-01 16:44:00,1.8075322557959623
671,B->C->E,1900-01-01 08:55:00,0.1773005413207045
672,B->C->E,1900-01-01 10:25:00,2.1777545261327447
673,B->C->D,1900-01-01 13:30:00,3.154760357163724
674,B->C->D,1900-01-01 14:51:00,1.6720000782360955
675,A->C->E,1900-01-01 14:00:00,1.0779050865442343
676,B->C->E,1900-01-01 15:29:00,5.846127214248668
677,B->C->D,1900-01-01 15:40:00,5.61703215452539
678,A->C->E,1900-01-01 13:16:00,2.157006995191992
679,A->C->D,1900-01-01 12:27:00,3.767910800751423
680,B->C->D,1900-01-01 08:18:00,5.356064166749206
681,B->C->D,1900-01-01 15:12:00,5.3234652719863504
682,B->C->D,1900-01-01 14:43:00,3.8004794930908474
683,A->C->E,1900-01-01 07:11:00,2.186806717161943
684,A->C->E,1900-01-01 09:09:00,4.601056346010012
685,B->C->D,1900-01-01 09:31:00,1.5770356850651694
686,B->C->D,1900-01-01 14:24:00,1.5000428317673595
687,A->C->E,1900-01-01 16:45:00,0.7812729291151896
688,A->C->D,1900-01-01 14:50:00,6.799302770075869
689,A->C->D,1900-01-01 07:07:00,4.329861029374797
690,B->C->D,1900-01-01 12:54:00,0.4001547395886007
691,A->C->D,1900-01-01 12:37:00,1.4742628542922773
692,B->C->E,1900-01-01 09:16:00,2.2771442812207
693,B->C->E,1900-01-01 13:23:00,2.2141936515199063
694,B->C->E,1900-01-01 13:56:00,1.16656762060029
695,B->C->E,1900-01-01 09:45:00,5.05746410943037
696,A->C->D,1900-01-01 09:40:00,7.56472937252758
697,A->C->D,1900-01-01 11:56:00,0.07846985704188114
698,A->C->E,1900-01-01 16:16:00,5.833408277996668
699,A->C->E,1900-01-01 15:41:00,0.8963302507846436
700,A->C->D,1900-01-01 13:18:00,4.557914392404314
701,A->C->E,1900-01-01 14:02:00,6.074309545242073
702,A->C->E,1900-01-01 16:24:00,0.18097388721201924
703,B->C->E,1900-01-01 16:41:00,2.0198683695615216
704,B->C->D,1900-01-01 16:21:00,6.537055119919472
705,B->C->E,1900-01-01 15:34:00,0.09618168391492077
706,B->C->E,1900-01-01 13:36:00,8.064196786745299
707,A->C->E,1900-01-01 07:51:00,1.7412824567946643
708,A->C->E,1900-01-01 08:57:00,3.622629593823035
709,B->C->D,1900-01-01 15:43:00,2.917340232117141
710,B->C->E,1900-01-01 16:44:00,3.985253708459666
711,B->C->D,1900-01-01 13:55:00,3.4868307915587025
712,B->C->D,1900-01-01 15:49:00,8.531637066054657
713,A->C->D,1900-01-01 13:27:00,3.9436077806759897
714,A->C->E,1900-01-01 11:38:00,1.6668114810016732
715,B->C->D,1900-01-01 09:43:00,0.3408053893316776
716,A->C->E,1900-01-01 09:49:00,1.5291455199666046
717,B->C->E,1900-01-01 16:51:00,2.0955138341112445
718,B->C->E,1900-01-01 16:20:00,2.7378290027256185
719,A->C->E,1900-01-01 09:37:00,1.5507187677796281
720,A->C->D,1900-01-01 07:59:00,7.092393519074406
721,A->C->D,1900-01-01 16:49:00,3.3794975131750675
722,A->C->D,1900-01-01 11:58:00,5.085979478575041
723,B->C->D,1900-01-01 08:26:00,3.5944088796875633
724,B->C->D,1900-01-01 16:42:00,0.45658790478162814
725,B->C->E,1900-01-01 15:01:00,0.21980449421914727
726,B->C->D,1900-01-01 10:01:00,3.9943499673256184
727,B->C->D,1900-01-01 12:44:00,0.7620059922300868
728,A->C->E,1900-01-01 16:24:00,2.8190261127879808
729,A->C->D,1900-01-01 10:04:00,0.9005026608720073
730,A->C->E,1900-01-01 15:27:00,5.078500960100172
731,B->C->E,1900-01-01 13:21:00,1.2372700922544624
732,A->C->E,1900-01-01 12:48:00,4.792655426577625
733,B->C->E,1900-01-01 13:35:00,2.92426499288743
734,B->C->D,1900-01-01 13:43:00,1.2991705950797439
735,B->C->D,1900-01-01 15:09:00,5.042651481162778
736,B->C->E,1900-01-01 16:14:00,1.3653471307762572
737,A->C->D,1900-01-01 11:32:00,10.320475963670589
738,A->C->D,1900-01-01 16:17:00,1.4337537562026341
739,B->C->D,1900-01-01 16:24:00,2.934442996311617
740,B->C->D,1900-01-01 15:57:00,0.7175249980938503
741,B->C->E,1900-01-01 10:47:00,2.923913678052614
742,A->C->E,1900-01-01 07:04:00,5.8257776773956635
743,A->C->D,1900-01-01 11:43:00,0.8203798175572103
744,A->C->E,1900-01-01 08:55:00,6.62622513512521
745,B->C->D,1900-01-01 07:37:00,2.5101981022680775
746,B->C->E,1900-01-01 14:59:00,1.803271946515423
747,B->C->E,1900-01-01 07:47:00,0.9105509933999798
748,B->C->E,1900-01-01 10:15:00,4.596389279551246
749,B->C->D,1900-01-01 09:03:00,3.9802757753701314
750,B->C->E,1900-01-01 15:23:00,5.223102107954972
751,A->C->E,1900-01-01 16:39:00,3.7920595530217014
752,A->C->D,1900-01-01 07:22:00,0.6061760677102939
753,A->C->E,1900-01-01 09:47:00,4.53274106126878
754,B->C->E,1900-01-01 12:52:00,1.124868967348732
755,A->C->E,1900-01-01 15:38:00,6.901723562737899
756,B->C->D,1900-01-01 16:39:00,0.9199910557795477
757,B->C->D,1900-01-01 10:18:00,0.696382157993483
758,B->C->D,1900-01-01 14:21:00,6.844863885532959
759,B->C->E,1900-01-01 15:39:00,1.0384905820785093
760,A->C->E,1900-01-01 07:55:00,1.7340913741903137
761,A->C->D,1900-01-01 14:45:00,8.489173544721297
762,B->C->D,1900-01-01 11:04:00,0.5298117686547457
763,A->C->E,1900-01-01 07:24:00,6.789822264373953
764,A->C->D,1900-01-01 07:42:00,0.07700614471146139
765,A->C->D,1900-01-01 16:59:00,3.26167581373241
766,B->C->D,1900-01-01 09:39:00,1.353511306361895
767,B->C->E,1900-01-01 08:44:00,1.050380117280639
768,B->C->E,1900-01-01 08:16:00,5.272690053003146
769,A->C->E,1900-01-01 08:22:00,1.314448433388975
770,B->C->D,1900-01-01 11:15:00,0.1635994074466467
771,B->C->D,1900-01-01 14:04:00,6.244860392087162
772,B->C->D,1900-01-01 09:25:00,1.009754787228843
773,A->C->E,1900-01-01 08:12:00,3.703529273121873
774,A->C->E,1900-01-01 15:15:00,5.943072287712852
775,B->C->D,1900-01-01 12:25:00,2.289391110743267
776,A->C->E,1900-01-01 14:43:00,0.9993990514524143
777,B->C->D,1900-01-01 14:21:00,9.844863885532959
778,B->C->D,1900-01-01 10:58:00,0.7194326483253946
779,B->C->E,1900-01-01 15:26:00,0.8115125531468834
780,B->C->E,1900-01-01 16:25:00,0.7955201045620299
781,A->C->E,1900-01-01 08:03:00,6.280290791018359
782,B->C->E,1900-01-01 07:01:00,3.2554383199594668
783,B->C->E,1900-01-01 07:31:00,0.9048374807235575
784,A->C->D,1900-01-01 11:35:00,3.4822070896063906
785,B->C->E,1900-01-01 16:39:00,0.04294481029607766
786,B->C->D,1900-01-01 12:17:00,5.513562097934482
787,B->C->E,1900-01-01 10:02:00,0.25361385567410366
788,A->C->E,1900-01-01 07:31:00,2.2227621301836393
789,A->C->E,1900-01-01 16:05:00,4.853183755158597
790,A->C->D,1900-01-01 13:45:00,14.335311792547401
791,B->C->E,1900-01-01 08:21:00,0.2149989511667627
792,B->C->E,1900-01-01 11:29:00,2.136055872881144
793,B->C->D,1900-01-01 10:25:00,9.88545217257419
794,A->C->E,1900-01-01 14:11:00,3.9418703906176944
795,B->C->E,1900-01-01 15:20:00,1.7422832309431868
796,A->C->D,1900-01-01 09:57:00,6.624639307739301
797,A->C->D,1900-01-01 09:58:00,1.4030292611502517
798,B->C->E,1900-01-01 10:51:00,0.8777607965834875
799,A->C->D,1900-01-01 15:17:00,2.004000961764561
800,A->C->E,1900-01-01 09:36:00,2.552516538430723
801,A->C->E,1900-01-01 14:40:00,5.994005739499158
802,B->C->E,1900-01-01 14:50:00,2.092884070179096
803,B->C->D,1900-01-01 08:07:00,3.364005253951774
804,A->C->E,1900-01-01 14:37:00,1.0113875724540833
805,A->C->D,1900-01-01 15:32:00,6.98314910692558
806,A->C->E,1900-01-01 13:12:00,2.1641980777963283
807,A->C->E,1900-01-01 10:24:00,3.533776452821371
808,A->C->E,1900-01-01 13:47:00,3.8987238949916474
809,A->C->D,1900-01-01 15:51:00,9.002218349929947
810,B->C->E,1900-01-01 14:28:00,0.839043222098951
811,A->C->E,1900-01-01 13:31:00,1.8699595645742875
812,A->C->E,1900-01-01 08:54:00,2.371977094223709
813,B->C->E,1900-01-01 09:54:00,0.16130809273587943
814,A->C->D,1900-01-01 11:14:00,4.95706551580416
815,B->C->D,1900-01-01 07:31:00,0.012523555213505233
816,A->C->D,1900-01-01 13:47:00,5.741853568946226
817,B->C->E,1900-01-01 08:21:00,1.2149989511667627
818,A->C->E,1900-01-01 07:57:00,0.7304958328881526
819,B->C->D,1900-01-01 12:36:00,0.7684862932237451
820,B->C->D,1900-01-01 12:39:00,2.584338261452956
821,B->C->D,1900-01-01 07:19:00,3.8191296620524326
822,A->C->D,1900-01-01 08:07:00,0.8672215127036793
823,A->C->E,1900-01-01 16:01:00,4.139625162237067
824,B->C->E,1900-01-01 15:48:00,0.9346465987730426
825,B->C->E,1900-01-01 11:25:00,1.8177912456497296
826,A->C->E,1900-01-01 11:54:00,3.304424188580967
827,B->C->E,1900-01-01 13:58:00,0.8103559386651398
828,B->C->E,1900-01-01 09:36:00,0.04637987387513931
829,B->C->E,1900-01-01 13:31:00,2.8781121114183605
830,A->C->D,1900-01-01 10:01:00,0.7455802815673422
831,A->C->D,1900-01-01 15:53:00,1.488799531219911
832,B->C->D,1900-01-01 08:20:00,2.0863083022876197
833,A->C->E,1900-01-01 11:25:00,0.35655953746243085
834,A->C->E,1900-01-01 16:16:00,9.166591722003332
835,B->C->D,1900-01-01 08:23:00,0.7527053748290768
836,A->C->E,1900-01-01 10:40:00,9.437459216761269
837,B->C->D,1900-01-01 15:35:00,3.7917969872618613
838,B->C->D,1900-01-01 16:40:00,3.899802980490449
839,A->C->D,1900-01-01 09:07:00,4.070921647599235
840,A->C->E,1900-01-01 16:18:00,2.8298127366944925
841,B->C->E,1900-01-01 16:41:00,2.0198683695615216
842,A->C->D,1900-01-01 07:03:00,2.4323639399982255
843,B->C->E,1900-01-01 10:00:00,1.2305374149395476
844,A->C->D,1900-01-01 09:17:00,1.6809284716782003
845,B->C->D,1900-01-01 15:07:00,3.4782334338484873
846,B->C->D,1900-01-01 10:09:00,3.1878512936103647
847,A->C->E,1900-01-01 10:43:00,1.567934095191987
848,B->C->D,1900-01-01 11:05:00,5.658248913050045
849,A->C->E,1900-01-01 10:09:00,8.506809893055092
850,A->C->D,1900-01-01 11:35:00,0.5177929103936094
851,B->C->E,1900-01-01 16:34:00,1.1006359121324323
852,A->C->D,1900-01-01 15:40:00,3.8662912528661053
853,B->C->E,1900-01-01 16:17:00,5.296785658376166
854,B->C->E,1900-01-01 08:21:00,3.2149989511667627
855,A->C->E,1900-01-01 08:21:00,7.687349337262106
856,B->C->D,1900-01-01 08:22:00,5.4727131949787235
857,A->C->D,1900-01-01 08:36:00,0.20946156707310593
858,B->C->E,1900-01-01 16:27:00,2.8185965452966
859,B->C->E,1900-01-01 11:42:00,6.013940991893477
860,B->C->E,1900-01-01 07:50:00,0.12406366770184718
861,B->C->E,1900-01-01 12:50:00,2.8982074733858383
862,A->C->E,1900-01-01 16:33:00,3.802846176928213
863,B->C->E,1900-01-01 16:48:00,4.93910082699054
864,A->C->D,1900-01-01 11:52:00,1.9623388424025165
865,A->C->E,1900-01-01 08:37:00,6.658585006844746
866,B->C->E,1900-01-01 08:56:00,1.1888387616879754
867,A->C->D,1900-01-01 13:45:00,13.335311792547401
868,B->C->D,1900-01-01 07:21:00,3.3593082358058552
869,A->C->D,1900-01-01 14:07:00,2.904507091140289
870,A->C->D,1900-01-01 16:07:00,5.025498407189573
871,A->C->D,1900-01-01 12:01:00,6.081119307463808
872,B->C->E,1900-01-01 11:48:00,0.916829685902897
873,A->C->D,1900-01-01 14:48:00,3.726144175692454
874,A->C->D,1900-01-01 12:08:00,2.9945694271346213
875,B->C->E,1900-01-01 13:29:00,2.8550356706837903
876,B->C->E,1900-01-01 14:32:00,6.885196103568077
877,A->C->E,1900-01-01 09:20:00,1.5812808688480828
878,B->C->E,1900-01-01 10:19:00,4.753016151663587
879,A->C->D,1900-01-01 13:23:00,2.2594414297225285
880,B->C->D,1900-01-01 15:49:00,2.5316370660546568
881,B->C->E,1900-01-01 16:06:00,1.7269586321620096
882,A->C->E,1900-01-01 07:52:00,1.7394846861435695
883,B->C->E,1900-01-01 13:09:00,1.3210187135924798
884,A->C->D,1900-01-01 09:29:00,2.734329480901863
885,A->C->E,1900-01-01 16:29:00,3.1899627404674504
886,A->C->D,1900-01-01 15:11:00,2.3933283020231357
887,A->C->E,1900-01-01 08:41:00,6.348606075759605
888,A->C->D,1900-01-01 11:09:00,8.46122347920587
889,A->C->E,1900-01-01 13:58:00,6.08150062784641
890,A->C->D,1900-01-01 16:39:00,1.3502752432228817
891,A->C->E,1900-01-01 16:02:00,0.8585770671118524
892,B->C->E,1900-01-01 10:07:00,0.6886950424894707
893,B->C->E,1900-01-01 11:38:00,1.0322118895756631
894,A->C->D,1900-01-01 10:40:00,1.638407308545979
895,B->C->D,1900-01-01 16:32:00,2.622235432638206
896,A->C->E,1900-01-01 09:43:00,2.5399321438731164
897,A->C->D,1900-01-01 10:59:00,0.3218087760856463
898,A->C->E,1900-01-01 07:16:00,0.80420442958264
899,B->C->D,1900-01-01 15:04:00,0.23959113725572934
900,B->C->E,1900-01-01 15:59:00,2.1922738252670797
901,B->C->D,1900-01-01 14:42:00,3.5686375459012822
902,A->C->E,1900-01-01 16:35:00,9.799250635626038
903,A->C->E,1900-01-01 11:56:00,1.6991713527212085
904,B->C->D,1900-01-01 16:56:00,7.793268857044751
905,B->C->D,1900-01-01 13:20:00,3.680916146483682
906,A->C->D,1900-01-01 10:53:00,5.5460776518460335
907,A->C->E,1900-01-01 09:56:00,1.5165611254090123
908,B->C->D,1900-01-01 09:18:00,3.8936509458416992
909,A->C->E,1900-01-01 12:42:00,0.7818688026711129
910,A->C->D,1900-01-01 15:43:00,10.079088263417148
911,B->C->E,1900-01-01 13:39:00,0.9704178743565564
912,B->C->E,1900-01-01 16:28:00,0.8301347656638711
913,A->C->E,1900-01-01 15:27:00,4.078500960100172
914,B->C->E,1900-01-01 09:09:00,1.3388356264626111
915,B->C->E,1900-01-01 10:38:00,0.027757661358108976
916,A->C->D,1900-01-01 08:30:00,0.8154194996918562
917,B->C->D,1900-01-01 16:17:00,4.355546332095486
918,A->C->D,1900-01-01 08:44:00,3.062468519903277
919,B->C->E,1900-01-01 12:34:00,4.082818999262287
920,A->C->D,1900-01-01 09:21:00,4.290510709695155
921,B->C->E,1900-01-01 14:54:00,4.860963048351778
922,A->C->E,1900-01-01 12:02:00,6.709957976627706
923,B->C->D,1900-01-01 16:49:00,1.6604055651341696
924,A->C->E,1900-01-01 11:17:00,2.629058297328882
925,B->C->E,1900-01-01 09:02:00,6.258068083891658
926,A->C->D,1900-01-01 11:44:00,4.853078744878303
927,B->C->E,1900-01-01 09:56:00,0.1843845334704497
928,B->C->E,1900-01-01 14:03:00,4.247335163171272
929,B->C->E,1900-01-01 09:51:00,3.1266934316340382
930,B->C->E,1900-01-01 13:16:00,1.294961194090888
931,B->C->D,1900-01-01 09:24:00,1.2768407917069453
932,A->C->E,1900-01-01 15:36:00,2.9053191040400606
933,A->C->E,1900-01-01 09:31:00,0.5615053916861399
934,A->C->D,1900-01-01 13:06:00,1.6593536820531938
935,B->C->E,1900-01-01 10:48:00,3.9123754576853287
936,B->C->E,1900-01-01 13:35:00,4.92426499288743
937,B->C->E,1900-01-01 13:39:00,5.970417874356556
938,B->C->D,1900-01-01 07:33:00,0.5006611016642069
939,A->C->D,1900-01-01 14:41:00,8.450145525395286
940,A->C->D,1900-01-01 07:24:00,1.1746713101343147
941,A->C->D,1900-01-01 11:16:00,5.1413517895295655
942,B->C->D,1900-01-01 13:52:00,11.922435842961718
943,A->C->E,1900-01-01 09:54:00,7.479843333288812
944,B->C->D,1900-01-01 12:47:00,4.993215197776209
